Path ID,ADV,,,,Origin,Destination,ADV
136-129,4.33,,,,136,129,4.33
177-3102,1.64,,,,177,3102,1.64
44-117,2.18,,,,44,117,2.18
35-114,5.41,,,,35,114,5.41
41-179,2.12,,,,41,179,2.12
104-191,26.1,,,,104,191,26.1
25-3102,0.86,,,,25,3102,0.86
26-44,10.08,,,,26,44,10.08
194-3118,157.71,,,,194,3118,157.71
21-129,3.86,,,,21,129,3.86
11-165,15.45,,,,11,165,15.45
135-3118,27.26,,,,135,3118,27.26
122-29,122.08,,,,122,29,122.08
76-37,16.34,,,,76,37,16.34
117-150,47.37,,,,117,150,47.37
193-179,28.7,,,,193,179,28.7
108-103,90.34,,,,108,103,90.34
150-16,54.81,,,,150,16,54.81
190-81,66.84,,,,190,81,66.84
142-85,64.19,,,,142,85,64.19
135-66,19.43,,,,135,66,19.43
117-166,13.77,,,,117,166,13.77
191-60,20.91,,,,191,60,20.91
24-3114,4.08,,,,24,3114,4.08
194-150,114.64,,,,194,150,114.64
127-108,155.13,,,,127,108,155.13
86-17,168.96,,,,86,17,168.96
74-25,2.09,,,,74,25,2.09
171-125,132.42,,,,171,125,132.42
122-108,97.14,,,,122,108,97.14
74-181,95.1,,,,74,181,95.1
191-136,31.19,,,,191,136,31.19
122-41,143.33,,,,122,41,143.33
156-74,50.88,,,,156,74,50.88
20-88,109.78,,,,20,88,109.78
69-66,25.26,,,,69,66,25.26
85-116,48.36,,,,85,116,48.36
111-114,67.97,,,,111,114,67.97
115-29,71.02,,,,115,29,71.02
44-110,1.24,,,,44,110,1.24
68-29,98.69,,,,68,29,98.69
194-3101,84.82,,,,194,3101,84.82
139-192,2.74,,,,139,192,2.74
60-68,216.14,,,,60,68,216.14
60-3071,5,,,,60,3071,5
190-20,9.87,,,,190,20,9.87
179-3114,3.31,,,,179,3114,3.31
166-44,9.81,,,,166,44,9.81
24-43,139.48,,,,24,43,139.48
194-34,25.37,,,,194,34,25.37
16-176,54.01,,,,16,176,54.01
156-116,15.3,,,,156,116,15.3
103-107,60.43,,,,103,107,60.43
117-181,112.31,,,,117,181,112.31
131-34,5.88,,,,131,34,5.88
26-86,97.22,,,,26,86,97.22
21-66,10.51,,,,21,66,10.51
158-100,1.13,,,,158,100,1.13
88-3118,542.08,,,,88,3118,542.08
176-139,456.24,,,,176,139,456.24
27-68,0.88,,,,27,68,0.88
17-11,291.86,,,,17,11,291.86
104-100,8.76,,,,104,100,8.76
24-69,52.49,,,,24,69,52.49
127-69,136.3,,,,127,69,136.3
142-149,68.9,,,,142,149,68.9
26-166,8.72,,,,26,166,8.72
34-21,10.58,,,,34,21,10.58
129-85,53.66,,,,129,85,53.66
29-18,43.36,,,,29,18,43.36
18-146,27.94,,,,18,146,27.94
191-68,34.17,,,,191,68,34.17
110-11,8.61,,,,110,11,8.61
88-192,289.18,,,,88,192,289.18
16-54,27.44,,,,16,54,27.44
115-194,89.23,,,,115,194,89.23
29-3118,28.74,,,,29,3118,28.74
127-74,255.37,,,,127,74,255.37
185-69,233.62,,,,185,69,233.62
74-3071,45.57,,,,74,3071,45.57
70-100,1173.27,,,,70,100,1173.27
44-31,10.7,,,,44,31,10.7
104-115,9.5,,,,104,115,9.5
111-43,7.37,,,,111,43,7.37
81-108,285.21,,,,81,108,285.21
18-114,15.02,,,,18,114,15.02
88-136,58.98,,,,88,136,58.98
117-40,12.79,,,,117,40,12.79
190-24,6.32,,,,190,24,6.32
135-181,29.51,,,,135,181,29.51
130-127,23.79,,,,130,127,23.79
34-3065,1.46,,,,34,3065,1.46
181-181,911.18,,,,181,181,911.18
74-60,8.92,,,,74,60,8.92
18-31,99.06,,,,18,31,99.06
150-3065,13.84,,,,150,3065,13.84
115-190,67.84,,,,115,190,67.84
18-117,17.11,,,,18,117,17.11
54-43,13.68,,,,54,43,13.68
193-191,45.91,,,,193,191,45.91
190-125,14.56,,,,190,125,14.56
191-37,15.82,,,,191,37,15.82
125-136,8.55,,,,125,136,8.55
139-130,25.57,,,,139,130,25.57
127-139,93.86,,,,127,139,93.86
146-165,37.6,,,,146,165,37.6
179-68,14.51,,,,179,68,14.51
117-176,61.44,,,,117,176,61.44
86-76,167.49,,,,86,76,167.49
185-135,402.6,,,,185,135,402.6
76-179,16.03,,,,76,179,16.03
190-29,15.83,,,,190,29,15.83
86-66,124.54,,,,86,66,124.54
16-130,18.43,,,,16,130,18.43
13089,32.46,,,,13089,,32.46
125-86,31.15,,,,125,86,31.15
176-60,139.33,,,,176,60,139.33
76-152,16.79,,,,76,152,16.79
192-139,6.59,,,,192,139,6.59
149-111,1.16,,,,149,111,1.16
117-69,72.31,,,,117,69,72.31
194-185,274.1,,,,194,185,274.1
110-47,1.33,,,,110,47,1.33
17-127,10.29,,,,17,127,10.29
142-117,97.45,,,,142,117,97.45
74-114,94.11,,,,74,114,94.11
66-81,70.06,,,,66,81,70.06
114-70,237.13,,,,114,70,237.13
64-116,43.91,,,,64,116,43.91
177-68,10.15,,,,177,68,10.15
142-131,59.85,,,,142,131,59.85
156-127,46.51,,,,156,127,46.51
156-3065,4.44,,,,156,3065,4.44
44-18,7.13,,,,44,18,7.13
88-17,408.03,,,,88,17,408.03
40-108,8.81,,,,40,108,8.81
68-3101,36.64,,,,68,3101,36.64
107-165,2.95,,,,107,165,2.95
28-20,87.5,,,,28,20,87.5
145-18,5.17,,,,145,18,5.17
194-146,61.01,,,,194,146,61.01
26-129,4.91,,,,26,129,4.91
192-129,3.34,,,,192,129,3.34
185-35,342.75,,,,185,35,342.75
24-3118,19.71,,,,24,3118,19.71
108-47,2.69,,,,108,47,2.69
110-54,5.97,,,,110,54,5.97
145-177,5.25,,,,145,177,5.25
136-66,31.12,,,,136,66,31.12
145-54,3.3,,,,145,54,3.3
81-110,63.41,,,,81,110,63.41
31-35,92.44,,,,31,35,92.44
75-25,0.81,,,,75,25,0.81
166-103,17.55,,,,166,103,17.55
146-181,68.7,,,,146,181,68.7
74-74,156.7,,,,74,74,156.7
54-3114,1.47,,,,54,3114,1.47
16-156,24.26,,,,16,156,24.26
185-104,196.78,,,,185,104,196.78
117-114,220.65,,,,117,114,220.65
185-127,367.94,,,,185,127,367.94
191-3081,57.32,,,,191,3081,57.32
100-142,115.27,,,,100,142,115.27
145-37,5.8,,,,145,37,5.8
142-37,12.91,,,,142,37,12.91
107-54,5.26,,,,107,54,5.26
104-69,8.25,,,,104,69,8.25
185-131,387.37,,,,185,131,387.37
111-37,4.31,,,,111,37,4.31
110-107,32.43,,,,110,107,32.43
131-43,9.54,,,,131,43,9.54
74-106,31.06,,,,74,106,31.06
185-136,261.12,,,,185,136,261.12
156-86,97.14,,,,156,86,97.14
131-108,16.11,,,,131,108,16.11
74-127,64.04,,,,74,127,64.04
127-37,18.08,,,,127,37,18.08
193-135,3.8,,,,193,135,3.8
74-104,33.76,,,,74,104,33.76
115-142,47.81,,,,115,142,47.81
146-40,5.55,,,,146,40,5.55
68-136,16.64,,,,68,136,16.64
158-191,1.06,,,,158,191,1.06
16-3118,21.73,,,,16,3118,21.73
43-106,3.78,,,,43,106,3.78
31-41,93.94,,,,31,41,93.94
190-18,8.64,,,,190,18,8.64
35-136,2.05,,,,35,136,2.05
75-3117,14.84,,,,75,3117,14.84
64-3081,46.04,,,,64,3081,46.04
75-74,38.01,,,,75,74,38.01
27-24,0.76,,,,27,24,0.76
35-192,0.67,,,,35,192,0.67
149-68,6.31,,,,149,68,6.31
177-34,2.81,,,,177,34,2.81
130-100,18.36,,,,130,100,18.36
142-25,2.6,,,,142,25,2.6
70-11,124.56,,,,70,11,124.56
149-20,3.16,,,,149,20,3.16
64-131,34.28,,,,64,131,34.28
81-66,275.99,,,,81,66,275.99
142-76,57.12,,,,142,76,57.12
88-41,58.9,,,,88,41,58.9
24-129,10.69,,,,24,129,10.69
115-103,121.02,,,,115,103,121.02
179-86,46.08,,,,179,86,46.08
68-127,35.25,,,,68,127,35.25
21-185,37.69,,,,21,185,37.69
176-21,640.36,,,,176,21,640.36
64-11,107.6,,,,64,11,107.6
129-3101,5.61,,,,129,3101,5.61
100-166,12.5,,,,100,166,12.5
76-40,5.87,,,,76,40,5.87
136-125,3.28,,,,136,125,3.28
88-3112,536.71,,,,88,3112,536.71
40-20,30.7,,,,40,20,30.7
103-18,44.86,,,,103,18,44.86
108-3071,34.07,,,,108,3071,34.07
74-66,16.95,,,,74,66,16.95
26-106,19.77,,,,26,106,19.77
103-177,11.25,,,,103,177,11.25
125-26,10.86,,,,125,26,10.86
68-3102,29.69,,,,68,3102,29.69
64-25,6.86,,,,64,25,6.86
122-176,112.89,,,,122,176,112.89
122-3071,104.32,,,,122,3071,104.32
115-21,27.63,,,,115,21,27.63
110-158,5.25,,,,110,158,5.25
194-152,173.88,,,,194,152,173.88
100-145,62.17,,,,100,145,62.17
111-130,9.61,,,,111,130,9.61
111-88,51.63,,,,111,88,51.63
16-107,27.15,,,,16,107,27.15
43-3102,2.56,,,,43,3102,2.56
145-86,10.96,,,,145,86,10.96
125-146,9.89,,,,125,146,9.89
54-131,2.34,,,,54,131,2.34
86-21,235.81,,,,86,21,235.81
37-17,6.7,,,,37,17,6.7
156-3071,29.34,,,,156,3071,29.34
177-70,28.6,,,,177,70,28.6
21-115,7.67,,,,21,115,7.67
181-68,444.45,,,,181,68,444.45
135-81,45.7,,,,135,81,45.7
54-163,1.04,,,,54,163,1.04
193-66,11.53,,,,193,66,11.53
130-135,65.27,,,,130,135,65.27
35-179,4.21,,,,35,179,4.21
111-3114,4.4,,,,111,3114,4.4
66-193,16.17,,,,66,193,16.17
145-28,11.29,,,,145,28,11.29
103-68,26.49,,,,103,68,26.49
28-70,67.38,,,,28,70,67.38
122-156,64.97,,,,122,156,64.97
166-29,10.42,,,,166,29,10.42
41-146,5.48,,,,41,146,5.48
31-34,93.76,,,,31,34,93.76
122-3112,281.08,,,,122,3112,281.08
104-27,1.26,,,,104,27,1.26
142-81,75.44,,,,142,81,75.44
17-74,8.43,,,,17,74,8.43
136-3071,2.53,,,,136,3071,2.53
18-103,22.94,,,,18,103,22.94
146-130,186.53,,,,146,130,186.53
146-104,20.42,,,,146,104,20.42
86-131,48.67,,,,86,131,48.67
106-3117,23.93,,,,106,3117,23.93
181-31,602.81,,,,181,31,602.81
103-156,16.04,,,,103,156,16.04
60-122,74.68,,,,60,122,74.68
176-129,139.53,,,,176,129,139.53
191-117,133.28,,,,191,117,133.28
176-3024,556.55,,,,176,3024,556.55
185-194,190.46,,,,185,194,190.46
135-21,17.13,,,,135,21,17.13
107-149,5.91,,,,107,149,5.91
179-181,42.41,,,,179,181,42.41
75-40,6.47,,,,75,40,6.47
190-150,33.15,,,,190,150,33.15
31-86,60.63,,,,31,86,60.63
29-3117,22.17,,,,29,3117,22.17
64-27,1.57,,,,64,27,1.57
166-100,11.83,,,,166,100,11.83
193-18,10.12,,,,193,18,10.12
139-16,9.55,,,,139,16,9.55
192-3071,13.07,,,,192,3071,13.07
185-3114,88.92,,,,185,3114,88.92
136-115,5.24,,,,136,115,5.24
86-25,9.57,,,,86,25,9.57
74-31,57.61,,,,74,31,57.61
74-145,22.35,,,,74,145,22.35
135-146,43.92,,,,135,146,43.92
41-116,1.09,,,,41,116,1.09
130-17,8.95,,,,130,17,8.95
192-20,20.54,,,,192,20,20.54
110-16,30.77,,,,110,16,30.77
146-100,27.37,,,,146,100,27.37
106-16,12.45,,,,106,16,12.45
68-28,69.97,,,,68,28,69.97
149-66,2.02,,,,149,66,2.02
177-3024,2.04,,,,177,3024,2.04
135-110,15.18,,,,135,110,15.18
100-29,68.53,,,,100,29,68.53
66-86,89.16,,,,66,86,89.16
176-41,168.3,,,,176,41,168.3
185-152,328.07,,,,185,152,328.07
44-130,2.01,,,,44,130,2.01
85-114,551.04,,,,85,114,551.04
54-18,21.09,,,,54,18,21.09
54-176,29.22,,,,54,176,29.22
18-104,5.37,,,,18,104,5.37
106-179,5.98,,,,106,179,5.98
17-110,6.21,,,,17,110,6.21
68-68,191.2,,,,68,68,191.2
136-24,7.03,,,,136,24,7.03
115-171,34.55,,,,115,171,34.55
106-34,1.68,,,,106,34,1.68
106-171,10.2,,,,106,171,10.2
136-135,6.14,,,,136,135,6.14
177-135,5.57,,,,177,135,5.57
81-3117,524.32,,,,81,3117,524.32
31-163,2.92,,,,31,163,2.92
130-136,49.51,,,,130,136,49.51
158-11,1.9,,,,158,11,1.9
86-136,19.69,,,,86,136,19.69
47-86,1.57,,,,47,86,1.57
31-136,8.31,,,,31,136,8.31
35-74,2.51,,,,35,74,2.51
64-18,104.8,,,,64,18,104.8
64-115,54.55,,,,64,115,54.55
17-130,6.09,,,,17,130,6.09
135-11,21.91,,,,135,11,21.91
64-117,127.95,,,,64,117,127.95
166-194,17.69,,,,166,194,17.69
114-3112,87.56,,,,114,3112,87.56
66-43,9.69,,,,66,43,9.69
88-103,994.36,,,,88,103,994.36
29-3081,10,,,,29,3081,10
194-75,108.03,,,,194,75,108.03
117-104,107.58,,,,117,104,107.58
86-185,155.24,,,,86,185,155.24
139-64,23.05,,,,139,64,23.05
29-74,15.28,,,,29,74,15.28
29-64,95.57,,,,29,64,95.57
35-108,3.1,,,,35,108,3.1
166-11,11.49,,,,166,11,11.49
194-17,121.1,,,,194,17,121.1
194-27,9.41,,,,194,27,9.41
64-103,159.01,,,,64,103,159.01
26-136,6,,,,26,136,6
24-3024,325.24,,,,24,3024,325.24
21-111,3.53,,,,21,111,3.53
18-106,16.86,,,,18,106,16.86
115-146,19.53,,,,115,146,19.53
31717,61.49,,,,31717,,61.49
88-127,411.23,,,,88,127,411.23
108-117,74.7,,,,108,117,74.7
35-3101,1.27,,,,35,3101,1.27
74-27,2.17,,,,74,27,2.17
85-75,250.47,,,,85,75,250.47
27-69,2.9,,,,27,69,2.9
108-3101,61.06,,,,108,3101,61.06
131-100,28.95,,,,131,100,28.95
193-54,3.2,,,,193,54,3.2
20-176,62.34,,,,20,176,62.34
11-104,11.33,,,,11,104,11.33
191-44,41.55,,,,191,44,41.55
35-35,18.81,,,,35,35,18.81
116-171,18.29,,,,116,171,18.29
106-60,3.4,,,,106,60,3.4
85-18,468.48,,,,85,18,468.48
35-3081,1.31,,,,35,3081,1.31
129-81,46.04,,,,129,81,46.04
145-116,5.51,,,,145,116,5.51
176-37,190.46,,,,176,37,190.46
28-171,16.48,,,,28,171,16.48
43797,169.4,,,,43797,,169.4
41-125,7.62,,,,41,125,7.62
40-3114,3.9,,,,40,3114,3.9
88-66,455.16,,,,88,66,455.16
142-27,1.81,,,,142,27,1.81
81-81,571.11,,,,81,81,571.11
117-21,48.18,,,,117,21,48.18
179-117,16.2,,,,179,117,16.2
66-150,48,,,,66,150,48
122-177,81.97,,,,122,177,81.97
104-171,19.79,,,,104,171,19.79
21-176,39.58,,,,21,176,39.58
40-103,36.88,,,,40,103,36.88
191-74,53.48,,,,191,74,53.48
171-3102,55.06,,,,171,3102,55.06
28-29,107.72,,,,28,29,107.72
85-107,352.65,,,,85,107,352.65
21-194,14.53,,,,21,194,14.53
64-85,218.24,,,,64,85,218.24
192-74,30.55,,,,192,74,30.55
129-68,16.32,,,,129,68,16.32
41-177,1.66,,,,41,177,1.66
145-135,22.69,,,,145,135,22.69
44-139,2.98,,,,44,139,2.98
107-26,3.98,,,,107,26,3.98
28-115,65.37,,,,28,115,65.37
44-3101,5.26,,,,44,3101,5.26
117-165,22.19,,,,117,165,22.19
158-28,1.48,,,,158,28,1.48
179-190,29.87,,,,179,190,29.87
125-193,10.38,,,,125,193,10.38
158-146,2.4,,,,158,146,2.4
166-135,4.58,,,,166,135,4.58
100-40,8.76,,,,100,40,8.76
60-100,93.33,,,,60,100,93.33
107-88,15.83,,,,107,88,15.83
130-115,15.69,,,,130,115,15.69
35-76,1.98,,,,35,76,1.98
40-31,58.63,,,,40,31,58.63
129-145,13.81,,,,129,145,13.81
60-115,32.15,,,,60,115,32.15
31-3071,49.22,,,,31,3071,49.22
114-191,33.05,,,,114,191,33.05
20-64,82.96,,,,20,64,82.96
17-114,19.11,,,,17,114,19.11
44-3065,1.45,,,,44,3065,1.45
192-111,16.32,,,,192,111,16.32
43-142,4.94,,,,43,142,4.94
176-117,439.3,,,,176,117,439.3
194-106,187.92,,,,194,106,187.92
68-111,16.19,,,,68,111,16.19
43-68,8.46,,,,43,68,8.46
179-146,8.71,,,,179,146,8.71
166-106,8.15,,,,166,106,8.15
181-3102,797.41,,,,181,3102,797.41
43-146,1.47,,,,43,146,1.47
31-142,91.69,,,,31,142,91.69
24-25,11.16,,,,24,25,11.16
108-145,29.98,,,,108,145,29.98
81-146,172.24,,,,81,146,172.24
88-185,654.4,,,,88,185,654.4
177-44,3.98,,,,177,44,3.98
116-163,4.15,,,,116,163,4.15
179-150,33.62,,,,179,150,33.62
115-106,68.95,,,,115,106,68.95
74-3101,15.94,,,,74,3101,15.94
135-88,44.42,,,,135,88,44.42
17-145,9.49,,,,17,145,9.49
31-3117,86.48,,,,31,3117,86.48
85-3081,382.69,,,,85,3081,382.69
85-122,627.06,,,,85,122,627.06
20-146,23.23,,,,20,146,23.23
60-194,19.36,,,,60,194,19.36
129-185,30.39,,,,129,185,30.39
165-163,14.04,,,,165,163,14.04
116-104,21.82,,,,116,104,21.82
181-145,137.11,,,,181,145,137.11
26-191,23.88,,,,26,191,23.88
125-66,18.06,,,,125,66,18.06
29-37,21.31,,,,29,37,21.31
177-136,6.76,,,,177,136,6.76
43-3024,1.63,,,,43,3024,1.63
193-177,12.42,,,,193,177,12.42
116-131,3.27,,,,116,131,3.27
106-27,0.94,,,,106,27,0.94
76-142,42.15,,,,76,142,42.15
181-3118,529.25,,,,181,3118,529.25
179-41,5.53,,,,179,41,5.53
20-192,7.39,,,,20,192,7.39
108-29,20.83,,,,108,29,20.83
76-108,40.89,,,,76,108,40.89
24-103,76.51,,,,24,103,76.51
69-185,37.19,,,,69,185,37.19
129-16,19.08,,,,129,16,19.08
47-41,1.26,,,,47,41,1.26
68-181,61.79,,,,68,181,61.79
86-176,181.54,,,,86,176,181.54
28-100,120.11,,,,28,100,120.11
107-192,2.91,,,,107,192,2.91
181-110,80.38,,,,181,110,80.38
115-76,35.07,,,,115,76,35.07
166-68,9.63,,,,166,68,9.63
107-116,5.23,,,,107,116,5.23
193-190,96.41,,,,193,190,96.41
74-75,75.83,,,,74,75,75.83
111-70,61.92,,,,111,70,61.92
142-3101,41.95,,,,142,3101,41.95
11-158,7.43,,,,11,158,7.43
104-26,17.17,,,,104,26,17.17
122-54,208.46,,,,122,54,208.46
54-47,1.03,,,,54,47,1.03
149-28,8.95,,,,149,28,8.95
24-24,287.51,,,,24,24,287.51
40-11,12.47,,,,40,11,12.47
21-107,20.35,,,,21,107,20.35
106-64,16.31,,,,106,64,16.31
114-106,84.61,,,,114,106,84.61
108-185,158.27,,,,108,185,158.27
47-185,1.2,,,,47,185,1.2
191-149,47.76,,,,191,149,47.76
18-69,38.51,,,,18,69,38.51
68-31,99.75,,,,68,31,99.75
34-139,8.59,,,,34,139,8.59
85-3101,482.3,,,,85,3101,482.3
194-111,49.82,,,,194,111,49.82
152-176,171.67,,,,152,176,171.67
20-103,44.4,,,,20,103,44.4
24-41,104.64,,,,24,41,104.64
171-35,12.77,,,,171,35,12.77
166-28,13.01,,,,166,28,13.01
145-3112,4.87,,,,145,3112,4.87
117-24,44.42,,,,117,24,44.42
103-139,18.28,,,,103,139,18.28
40-3024,36.69,,,,40,3024,36.69
185-107,192.4,,,,185,107,192.4
104-20,34.55,,,,104,20,34.55
81-3112,605.37,,,,81,3112,605.37
100-116,22.59,,,,100,116,22.59
37-44,3.74,,,,37,44,3.74
166-192,10.89,,,,166,192,10.89
70-31,299.38,,,,70,31,299.38
68-135,29.52,,,,68,135,29.52
18-122,64.93,,,,18,122,64.93
66-3112,60.84,,,,66,3112,60.84
165-176,56.23,,,,165,176,56.23
149-35,0.77,,,,149,35,0.77
192-117,48.69,,,,192,117,48.69
114-3102,150.48,,,,114,3102,150.48
26-149,9.88,,,,26,149,9.88
86-116,49.34,,,,86,116,49.34
81-129,37.53,,,,81,129,37.53
31-131,22.58,,,,31,131,22.58
17-70,50.84,,,,17,70,50.84
18-25,9.67,,,,18,25,9.67
20-3071,3.66,,,,20,3071,3.66
21-81,30.66,,,,21,81,30.66
117-16,43.59,,,,117,16,43.59
136-145,5.6,,,,136,145,5.6
35-26,2.76,,,,35,26,2.76
107-41,5.4,,,,107,41,5.4
44-185,4.53,,,,44,185,4.53
193-31,12.19,,,,193,31,12.19
177-158,7.08,,,,177,158,7.08
114-104,70.6,,,,114,104,70.6
146-20,18.46,,,,146,20,18.46
37-3117,2.07,,,,37,3117,2.07
70-3117,185.18,,,,70,3117,185.18
106-176,19.27,,,,106,176,19.27
111-40,8.24,,,,111,40,8.24
125-34,6.83,,,,125,34,6.83
125-185,89.27,,,,125,185,89.27
66-190,33.87,,,,66,190,33.87
37-114,5.83,,,,37,114,5.83
40-26,24.89,,,,40,26,24.89
194-127,122.8,,,,194,127,122.8
166-40,2.58,,,,166,40,2.58
31-150,31.5,,,,31,150,31.5
37-131,1.18,,,,37,131,1.18
34-149,2.81,,,,34,149,2.81
127-176,129.04,,,,127,176,129.04
20-125,9.86,,,,20,125,9.86
176-185,1969.96,,,,176,185,1969.96
60-16,198.82,,,,60,16,198.82
34-192,4.32,,,,34,192,4.32
176-3101,794.8,,,,176,3101,794.8
17-100,27.23,,,,17,100,27.23
111-64,23.21,,,,111,64,23.21
108-74,22.35,,,,108,74,22.35
20-181,45.21,,,,20,181,45.21
127-192,39.25,,,,127,192,39.25
177-103,28.88,,,,177,103,28.88
129-166,4.11,,,,129,166,4.11
60-181,17.89,,,,60,181,17.89
86-74,82.64,,,,86,74,82.64
194-131,44.03,,,,194,131,44.03
185-43,365.68,,,,185,43,365.68
35-194,4.31,,,,35,194,4.31
111-185,125.18,,,,111,185,125.18
116-28,25.94,,,,116,28,25.94
191-41,55.2,,,,191,41,55.2
136-28,4.5,,,,136,28,4.5
43-66,11.91,,,,43,66,11.91
20-75,14.06,,,,20,75,14.06
75-115,42.01,,,,75,115,42.01
122-125,232.01,,,,122,125,232.01
35-86,6.9,,,,35,86,6.9
34-40,8.61,,,,34,40,8.61
70-70,1190.81,,,,70,70,1190.81
116-106,48.82,,,,116,106,48.82
150-68,52.46,,,,150,68,52.46
35-34,4.93,,,,35,34,4.93
16-111,6.17,,,,16,111,6.17
190-165,10.98,,,,190,165,10.98
146-74,17.97,,,,146,74,17.97
117-68,128.67,,,,117,68,128.67
158-193,1.39,,,,158,193,1.39
152-190,102.52,,,,152,190,102.52
20-122,108.61,,,,20,122,108.61
176-135,140.93,,,,176,135,140.93
146-54,18.93,,,,146,54,18.93
21-122,40.18,,,,21,122,40.18
166-190,16.23,,,,166,190,16.23
122-26,156.97,,,,122,26,156.97
191-106,55.85,,,,191,106,55.85
29-88,111.78,,,,29,88,111.78
34-129,3.75,,,,34,129,3.75
35-145,2.26,,,,35,145,2.26
69-31,31.94,,,,69,31,31.94
115-17,35.75,,,,115,17,35.75
17-3114,2.12,,,,17,3114,2.12
130-149,45.11,,,,130,149,45.11
43-127,5.67,,,,43,127,5.67
68-177,21.73,,,,68,177,21.73
146-139,100.37,,,,146,139,100.37
18-177,4.7,,,,18,177,4.7
115-3112,51.11,,,,115,3112,51.11
69-3117,30.5,,,,69,3117,30.5
24-26,226.61,,,,24,26,226.61
86-106,89.65,,,,86,106,89.65
150-139,33.9,,,,150,139,33.9
29-116,7.43,,,,29,116,7.43
191-85,193.58,,,,191,85,193.58
11-194,66.09,,,,11,194,66.09
127-64,74.3,,,,127,64,74.3
74-193,14.16,,,,74,193,14.16
85-26,215.11,,,,85,26,215.11
131-135,58.63,,,,131,135,58.63
66-185,42.54,,,,66,185,42.54
179-185,43.32,,,,179,185,43.32
16-104,13.19,,,,16,104,13.19
103-152,17.01,,,,103,152,17.01
86-108,170.22,,,,86,108,170.22
171-179,47.97,,,,171,179,47.97
117-75,82.58,,,,117,75,82.58
158-166,5.74,,,,158,166,5.74
74-107,52.24,,,,74,107,52.24
64-104,46.51,,,,64,104,46.51
64-75,68.63,,,,64,75,68.63
145-85,6.7,,,,145,85,6.7
185-190,92.59,,,,185,190,92.59
136-185,12.62,,,,136,185,12.62
60-108,33.33,,,,60,108,33.33
181-150,702.6,,,,181,150,702.6
43-135,2.39,,,,43,135,2.39
74-11,40.83,,,,74,11,40.83
104-163,4.57,,,,104,163,4.57
40-145,5.2,,,,40,145,5.2
135-3112,98.36,,,,135,3112,98.36
146-122,124.48,,,,146,122,124.48
43798,50.15,,,,43798,,50.15
18-16,108.39,,,,18,16,108.39
177-17,10.71,,,,177,17,10.71
17-3101,10.29,,,,17,3101,10.29
26-158,1.83,,,,26,158,1.83
41-3065,3.31,,,,41,3065,3.31
135-40,8.81,,,,135,40,8.81
110-106,15.9,,,,110,106,15.9
88-108,257.84,,,,88,108,257.84
171-192,90.05,,,,171,192,90.05
34-110,2.94,,,,34,110,2.94
179-85,14.92,,,,179,85,14.92
135-106,32.73,,,,135,106,32.73
37-130,1.58,,,,37,130,1.58
24-100,220.61,,,,24,100,220.61
40-117,6.06,,,,40,117,6.06
179-103,20.72,,,,179,103,20.72
34-142,15.26,,,,34,142,15.26
114-146,22.47,,,,114,146,22.47
86-145,78.24,,,,86,145,78.24
74-135,17.97,,,,74,135,17.97
114-41,14.22,,,,114,41,14.22
70-25,19.75,,,,70,25,19.75
110-117,19.09,,,,110,117,19.09
74-131,11.43,,,,74,131,11.43
18-3081,5.31,,,,18,3081,5.31
152-75,26.24,,,,152,75,26.24
146-127,21.62,,,,146,127,21.62
139-3112,1.12,,,,139,3112,1.12
114-43,18.5,,,,114,43,18.5
69-150,6.55,,,,69,150,6.55
192-76,17.09,,,,192,76,17.09
20-116,14.38,,,,20,116,14.38
69-75,17.15,,,,69,75,17.15
193-64,15.11,,,,193,64,15.11
185-3081,57.34,,,,185,3081,57.34
110-110,111.42,,,,110,110,111.42
114-25,2.29,,,,114,25,2.29
37-149,1.21,,,,37,149,1.21
107-176,36.35,,,,107,176,36.35
150-20,40.51,,,,150,20,40.51
146-3024,8.47,,,,146,3024,8.47
43-86,17.72,,,,43,86,17.72
37-20,9.82,,,,37,20,9.82
150-158,59.57,,,,150,158,59.57
29-111,6.69,,,,29,111,6.69
156-34,7.73,,,,156,34,7.73
66-139,29.52,,,,66,139,29.52
177-40,5.12,,,,177,40,5.12
110-21,14.24,,,,110,21,14.24
74-111,55.66,,,,74,111,55.66
190-111,2.15,,,,190,111,2.15
104-31,30.81,,,,104,31,30.81
122-3024,63.29,,,,122,3024,63.29
34-35,10.48,,,,34,35,10.48
37-111,0.88,,,,37,111,0.88
192-145,17.33,,,,192,145,17.33
107-3101,20.76,,,,107,3101,20.76
28-31,222.8,,,,28,31,222.8
190-142,28.89,,,,190,142,28.89
171-25,3.68,,,,171,25,3.68
149-117,3.61,,,,149,117,3.61
28-66,96.22,,,,28,66,96.22
149-86,5.92,,,,149,86,5.92
131-28,20.32,,,,131,28,20.32
190-88,52.34,,,,190,88,52.34
26-192,10.37,,,,26,192,10.37
54-107,5.5,,,,54,107,5.5
107-142,11.48,,,,107,142,11.48
108-107,81.61,,,,108,107,81.61
60-41,188.2,,,,60,41,188.2
156-54,11.78,,,,156,54,11.78
44-122,24.18,,,,44,122,24.18
24-115,183.73,,,,24,115,183.73
166-176,28.7,,,,166,176,28.7
176-142,735.62,,,,176,142,735.62
70-41,66.97,,,,70,41,66.97
44-171,12.41,,,,44,171,12.41
131-3024,6.36,,,,131,3024,6.36
127-3101,164.58,,,,127,3101,164.58
145-165,15.54,,,,145,165,15.54
115-31,46.72,,,,115,31,46.72
