Path ID,ADV,,,,Origin,Destination,ADV
125-76,21.06,,,,125,76,21.06
191-76,49.86,,,,191,76,49.86
64-114,76.57,,,,64,114,76.57
70-135,34.84,,,,70,135,34.84
166-156,31.34,,,,166,156,31.34
66-41,14.78,,,,66,41,14.78
43780,172.4,,,,43780,,172.4
185-64,725.33,,,,185,64,725.33
43-75,4.24,,,,43,75,4.24
20-70,36.86,,,,20,70,36.86
17-41,82.83,,,,17,41,82.83
149-3117,2.54,,,,149,3117,2.54
181-191,503.3,,,,181,191,503.3
43-166,1.1,,,,43,166,1.1
179-108,21.42,,,,179,108,21.42
68-24,75.53,,,,68,24,75.53
158-81,2.68,,,,158,81,2.68
81-47,31.57,,,,81,47,31.57
14916,21.41,,,,14916,,21.41
21-3024,42.2,,,,21,3024,42.2
192-85,50.84,,,,192,85,50.84
108-28,18.51,,,,108,28,18.51
145-17,5.38,,,,145,17,5.38
104-43,13.74,,,,104,43,13.74
185-86,242.51,,,,185,86,242.51
122-35,88.74,,,,122,35,88.74
17-21,97.05,,,,17,21,97.05
21-100,58.85,,,,21,100,58.85
177-131,4,,,,177,131,4
150-47,2.13,,,,150,47,2.13
60-142,33.91,,,,60,142,33.91
37-85,7.68,,,,37,85,7.68
21-41,21.59,,,,21,41,21.59
70-115,256.93,,,,70,115,256.93
127-66,61.59,,,,127,66,61.59
177-3118,3.22,,,,177,3118,3.22
68-64,83.65,,,,68,64,83.65
88-44,168.8,,,,88,44,168.8
139-74,6.55,,,,139,74,6.55
28-107,38.94,,,,28,107,38.94
108-40,6.53,,,,108,40,6.53
158-185,7.18,,,,158,185,7.18
104-146,18.53,,,,104,146,18.53
116-103,49.62,,,,116,103,49.62
181-142,619.96,,,,181,142,619.96
166-3081,5.37,,,,166,3081,5.37
116-165,5.85,,,,116,165,5.85
60-111,19.45,,,,60,111,19.45
116-11,6.89,,,,116,11,6.89
193-41,6.54,,,,193,41,6.54
131-115,17.28,,,,131,115,17.28
34-125,5.12,,,,34,125,5.12
34-66,14.42,,,,34,66,14.42
104-177,19.26,,,,104,177,19.26
125-3112,88.53,,,,125,3112,88.53
139-85,32.66,,,,139,85,32.66
171-110,33,,,,171,110,33
115-191,34.37,,,,115,191,34.37
130-29,10.51,,,,130,29,10.51
145-100,4.99,,,,145,100,4.99
146-116,15.12,,,,146,116,15.12
171-3101,54.08,,,,171,3101,54.08
17-106,14.29,,,,17,106,14.29
29-27,1.97,,,,29,27,1.97
37-40,7.35,,,,37,40,7.35
136-3024,1.15,,,,136,3024,1.15
34-3081,1.07,,,,34,3081,1.07
21-125,10.46,,,,21,125,10.46
108-31,27.41,,,,108,31,27.41
69-190,12.3,,,,69,190,12.3
104-3071,35.14,,,,104,3071,35.14
127-116,187.45,,,,127,116,187.45
26-111,5.35,,,,26,111,5.35
69-26,15.37,,,,69,26,15.37
152-165,63.5,,,,152,165,63.5
156-191,41.52,,,,156,191,41.52
60-139,9,,,,60,139,9
34-194,5.37,,,,34,194,5.37
54-142,14.54,,,,54,142,14.54
69-86,45.3,,,,69,86,45.3
110-68,16.13,,,,110,68,16.13
34-3102,1.32,,,,34,3102,1.32
76-17,52.07,,,,76,17,52.07
81-60,45.09,,,,81,60,45.09
166-17,10.4,,,,166,17,10.4
29-142,45.34,,,,29,142,45.34
114-129,16.11,,,,114,129,16.11
69-166,4.01,,,,69,166,4.01
146-3114,1.03,,,,146,3114,1.03
74-21,22.98,,,,74,21,22.98
116-122,31.35,,,,116,122,31.35
185-122,1030.3,,,,185,122,1030.3
70-3024,156.22,,,,70,3024,156.22
106-131,5.44,,,,106,131,5.44
193-103,27.39,,,,193,103,27.39
17-165,3.53,,,,17,165,3.53
131-176,49.27,,,,131,176,49.27
75-3102,23.15,,,,75,3102,23.15
150-179,66.09,,,,150,179,66.09
125-104,26.29,,,,125,104,26.29
176-3102,1073.79,,,,176,3102,1073.79
115-131,7.56,,,,115,131,7.56
106-127,32.42,,,,106,127,32.42
191-47,6.59,,,,191,47,6.59
149-185,16.07,,,,149,185,16.07
192-3024,5.17,,,,192,3024,5.17
104-47,3.57,,,,104,47,3.57
106-88,28.23,,,,106,88,28.23
64-26,56.75,,,,64,26,56.75
68-47,5.49,,,,68,47,5.49
103-193,10.55,,,,103,193,10.55
194-3081,219.21,,,,194,3081,219.21
44-142,2.8,,,,44,142,2.8
74-18,25.7,,,,74,18,25.7
165-152,20.37,,,,165,152,20.37
149-26,1.02,,,,149,26,1.02
40-16,48.77,,,,40,16,48.77
35-130,2.09,,,,35,130,2.09
158-103,0.93,,,,158,103,0.93
181-85,371.27,,,,181,85,371.27
75-136,4.33,,,,75,136,4.33
156-131,11.91,,,,156,131,11.91
66-103,30.86,,,,66,103,30.86
149-139,31.18,,,,149,139,31.18
37-179,1.08,,,,37,179,1.08
21-75,7.13,,,,21,75,7.13
177-86,34.02,,,,177,86,34.02
69-158,1.45,,,,69,158,1.45
107-34,1.43,,,,107,34,1.43
28-122,227.81,,,,28,122,227.81
125-11,10.3,,,,125,11,10.3
26-139,6.13,,,,26,139,6.13
136-16,5.41,,,,136,16,5.41
29-179,9.78,,,,29,179,9.78
20-54,34.22,,,,20,54,34.22
131-11,17.49,,,,131,11,17.49
194-86,432.95,,,,194,86,432.95
60-74,10.72,,,,60,74,10.72
191-129,28.53,,,,191,129,28.53
146-18,18.07,,,,146,18,18.07
40-130,7.51,,,,40,130,7.51
24-75,62.7,,,,24,75,62.7
41-68,5.52,,,,41,68,5.52
181-34,63.39,,,,181,34,63.39
156-166,75.11,,,,156,166,75.11
149-171,4.46,,,,149,171,4.46
111-139,8.47,,,,111,139,8.47
40-43,34.73,,,,40,43,34.73
40-18,31.05,,,,40,18,31.05
75-176,46.19,,,,75,176,46.19
176-100,517.06,,,,176,100,517.06
66-3101,27.55,,,,66,3101,27.55
190-68,13.86,,,,190,68,13.86
60-176,11.83,,,,60,176,11.83
29-146,15.06,,,,29,146,15.06
34-130,5.83,,,,34,130,5.83
135-3081,13.92,,,,135,3081,13.92
85-70,540.96,,,,85,70,540.96
190-108,17.7,,,,190,108,17.7
31-54,76.97,,,,31,54,76.97
142-47,8.81,,,,142,47,8.81
150-43,14.02,,,,150,43,14.02
76-88,174.75,,,,76,88,174.75
158-176,6.23,,,,158,176,6.23
20-16,81.77,,,,20,16,81.77
190-136,5.56,,,,190,136,5.56
149-43,0.68,,,,149,43,0.68
11-111,3.23,,,,11,111,3.23
145-136,12.04,,,,145,136,12.04
150-191,124.54,,,,150,191,124.54
127-117,327.45,,,,127,117,327.45
68-70,108.16,,,,68,70,108.16
190-179,11.29,,,,190,179,11.29
11-171,20.82,,,,11,171,20.82
117-76,93.94,,,,117,76,93.94
37-27,2.01,,,,37,27,2.01
156-41,12.75,,,,156,41,12.75
191-18,64.05,,,,191,18,64.05
27-81,0.9,,,,27,81,0.9
18-139,4.46,,,,18,139,4.46
122-192,58.77,,,,122,192,58.77
54-192,4.93,,,,54,192,4.93
146-31,25.69,,,,146,31,25.69
29-40,27.79,,,,29,40,27.79
135-54,26.62,,,,135,54,26.62
192-115,68.53,,,,192,115,68.53
44-166,4.45,,,,44,166,4.45
60-192,3.68,,,,60,192,3.68
181-152,380.65,,,,181,152,380.65
171-103,161.69,,,,171,103,161.69
181-108,225.07,,,,181,108,225.07
70-179,130.26,,,,70,179,130.26
129-108,31.01,,,,129,108,31.01
110-31,19.93,,,,110,31,19.93
37-66,9.26,,,,37,66,9.26
20-166,4.71,,,,20,166,4.71
150-181,205.06,,,,150,181,205.06
75-86,68.66,,,,75,86,68.66
85-104,233.21,,,,85,104,233.21
142-28,83.22,,,,142,28,83.22
181-171,421.62,,,,181,171,421.62
194-156,165.03,,,,194,156,165.03
86-27,8.72,,,,86,27,8.72
68-179,34.75,,,,68,179,34.75
16-166,6.51,,,,16,166,6.51
171-104,76.39,,,,171,104,76.39
26-35,12.23,,,,26,35,12.23
29-29,205.81,,,,29,29,205.81
125-54,15.72,,,,125,54,15.72
75-31,48.23,,,,75,31,48.23
171-40,46.75,,,,171,40,46.75
192-107,15.07,,,,192,107,15.07
171-108,112.17,,,,171,108,112.17
171-100,127.48,,,,171,100,127.48
194-136,24.4,,,,194,136,24.4
181-114,189.47,,,,181,114,189.47
131-3071,23.24,,,,131,3071,23.24
116-3114,9.95,,,,116,3114,9.95
171-131,72.34,,,,171,131,72.34
28-135,11.15,,,,28,135,11.15
107-3114,4.16,,,,107,3114,4.16
114-139,12.22,,,,114,139,12.22
194-43,23.17,,,,194,43,23.17
116-142,15.05,,,,116,142,15.05
185-125,303.96,,,,185,125,303.96
177-150,13.16,,,,177,150,13.16
136-81,6.43,,,,136,81,6.43
171-75,168.32,,,,171,75,168.32
75-3081,16.88,,,,75,3081,16.88
37-86,3.98,,,,37,86,3.98
75-3071,25.83,,,,75,3071,25.83
64-37,60.7,,,,64,37,60.7
88-3102,555.13,,,,88,3102,555.13
192-41,2.82,,,,192,41,2.82
171-122,228.34,,,,171,122,228.34
142-125,28.69,,,,142,125,28.69
88-20,262.36,,,,88,20,262.36
106-194,29.47,,,,106,194,29.47
166-110,3.14,,,,166,110,3.14
106-192,12.91,,,,106,192,12.91
152-156,138.31,,,,152,156,138.31
190-44,5.04,,,,190,44,5.04
114-130,24.64,,,,114,130,24.64
18-145,15.95,,,,18,145,15.95
20-69,27.96,,,,20,69,27.96
69-179,4.33,,,,69,179,4.33
60-165,9.56,,,,60,165,9.56
114-47,2.84,,,,114,47,2.84
70-18,174.19,,,,70,18,174.19
116-149,10.25,,,,116,149,10.25
191-81,182.51,,,,191,81,182.51
29-130,22.44,,,,29,130,22.44
185-3102,233.28,,,,185,3102,233.28
70-191,262.23,,,,70,191,262.23
54-24,26.69,,,,54,24,26.69
125-60,5.41,,,,125,60,5.41
34-26,6.11,,,,34,26,6.11
54-37,23.44,,,,54,37,23.44
70-145,214.99,,,,70,145,214.99
100-3101,161.77,,,,100,3101,161.77
139-193,6.94,,,,139,193,6.94
176-3118,1052.3,,,,176,3118,1052.3
86-29,113.17,,,,86,29,113.17
26-3118,30.66,,,,26,3118,30.66
146-27,0.91,,,,146,27,0.91
54-115,14.45,,,,54,115,14.45
108-75,17.4,,,,108,75,17.4
44-81,8.97,,,,44,81,8.97
68-3065,23.51,,,,68,3065,23.51
60-28,410.4,,,,60,28,410.4
16-139,22.3,,,,16,139,22.3
88-27,18.62,,,,88,27,18.62
152-76,23.21,,,,152,76,23.21
106-146,6.52,,,,106,146,6.52
69-44,3.9,,,,69,44,3.9
68-76,23.31,,,,68,76,23.31
136-37,0.72,,,,136,37,0.72
179-116,4.32,,,,179,116,4.32
100-41,11.41,,,,100,41,11.41
75-152,12.5,,,,75,152,12.5
16-29,67.66,,,,16,29,67.66
125-3101,60.66,,,,125,3101,60.66
66-146,21.84,,,,66,146,21.84
116-47,0.85,,,,116,47,0.85
41-25,0.6,,,,41,25,0.6
34-47,0.58,,,,34,47,0.58
166-75,16.11,,,,166,75,16.11
24047,2.7,,,,24047,,2.7
130-116,2.13,,,,130,116,2.13
110-166,5.13,,,,110,166,5.13
66-145,28.07,,,,66,145,28.07
117-34,22.6,,,,117,34,22.6
40-107,15.99,,,,40,107,15.99
131-3114,1.26,,,,131,3114,1.26
181-3065,166.1,,,,181,3065,166.1
41-130,3.66,,,,41,130,3.66
66-117,46.03,,,,66,117,46.03
25508,41.37,,,,25508,,41.37
74-158,8.49,,,,74,158,8.49
177-20,5.38,,,,177,20,5.38
21-3101,14.95,,,,21,3101,14.95
129-24,35.17,,,,129,24,35.17
136-131,11.9,,,,136,131,11.9
64-31,154.08,,,,64,31,154.08
69-41,3.11,,,,69,41,3.11
54-179,2.25,,,,54,179,2.25
165-142,50.48,,,,165,142,50.48
16-3102,15.32,,,,16,3102,15.32
76-104,71.94,,,,76,104,71.94
75-150,17.16,,,,75,150,17.16
193-100,54.83,,,,193,100,54.83
74-166,13.81,,,,74,166,13.81
150-75,39.28,,,,150,75,39.28
131-44,6.73,,,,131,44,6.73
192-16,42.05,,,,192,16,42.05
190-43,3.38,,,,190,43,3.38
171-3117,38.97,,,,171,3117,38.97
116-129,3.35,,,,116,129,3.35
100-3102,171.67,,,,100,3102,171.67
66-115,18.37,,,,66,115,18.37
85-29,211.02,,,,85,29,211.02
35-47,0.84,,,,35,47,0.84
106-116,10.42,,,,106,116,10.42
166-34,6.43,,,,166,34,6.43
149-18,2.87,,,,149,18,2.87
150-69,14,,,,150,69,14
156-100,56.59,,,,156,100,56.59
122-34,78.57,,,,122,34,78.57
104-86,43.2,,,,104,86,43.2
41-16,17.6,,,,41,16,17.6
88-70,883.64,,,,88,70,883.64
135-3101,48.12,,,,135,3101,48.12
179-47,0.72,,,,179,47,0.72
193-27,0.53,,,,193,27,0.53
28-37,67.75,,,,28,37,67.75
60-66,242.72,,,,60,66,242.72
60-25,10.03,,,,60,25,10.03
26-171,7.66,,,,26,171,7.66
135-139,36.55,,,,135,139,36.55
35-40,4.5,,,,35,40,4.5
43-64,13.98,,,,43,64,13.98
60-145,22.44,,,,60,145,22.44
28-104,14.42,,,,28,104,14.42
40-179,3.01,,,,40,179,3.01
69-117,37.19,,,,69,117,37.19
60-117,20.46,,,,60,117,20.46
114-60,5.1,,,,114,60,5.1
34-88,11.61,,,,34,88,11.61
76-129,4.74,,,,76,129,4.74
108-35,5.75,,,,108,35,5.75
117-179,10.4,,,,117,179,10.4
40-131,2.99,,,,40,131,2.99
150-103,62.82,,,,150,103,62.82
11-181,88.55,,,,11,181,88.55
41-3071,10.01,,,,41,3071,10.01
194-66,86.18,,,,194,66,86.18
29-145,14.47,,,,29,145,14.47
37-29,13.74,,,,37,29,13.74
192-21,25.05,,,,192,21,25.05
26-3114,0.65,,,,26,3114,0.65
135-35,11.09,,,,135,35,11.09
103-11,30.45,,,,103,11,30.45
115-41,10.81,,,,115,41,10.81
117-171,49.61,,,,117,171,49.61
125-129,13.03,,,,125,129,13.03
74-130,35.48,,,,74,130,35.48
191-114,36.68,,,,191,114,36.68
131-41,4.95,,,,131,41,4.95
26-75,46.39,,,,26,75,46.39
81-86,643.58,,,,81,86,643.58
66-166,10.38,,,,66,166,10.38
125-69,61.15,,,,125,69,61.15
185-3071,51.25,,,,185,3071,51.25
117-44,20.13,,,,117,44,20.13
16-85,68.71,,,,16,85,68.71
127-185,442.3,,,,127,185,442.3
115-26,19.05,,,,115,26,19.05
166-64,19.96,,,,166,64,19.96
29-166,20.25,,,,29,166,20.25
54-146,5.47,,,,54,146,5.47
20-3118,4.27,,,,20,3118,4.27
41-111,1.8,,,,41,111,1.8
74-3117,32.33,,,,74,3117,32.33
125-21,15.78,,,,125,21,15.78
117-85,176.37,,,,117,85,176.37
60-43,164.67,,,,60,43,164.67
70-125,231.47,,,,70,125,231.47
104-136,7.84,,,,104,136,7.84
116-81,38.49,,,,116,81,38.49
17-3065,5.27,,,,17,3065,5.27
176-64,463.67,,,,176,64,463.67
104-40,22.75,,,,104,40,22.75
43-107,5.49,,,,43,107,5.49
11-129,23.94,,,,11,129,23.94
107-179,1.61,,,,107,179,1.61
192-166,21.11,,,,192,166,21.11
114-122,77.31,,,,114,122,77.31
26-41,37.47,,,,26,41,37.47
85-66,195.57,,,,85,66,195.57
150-66,66.11,,,,150,66,66.11
107-127,8.58,,,,107,127,8.58
171-130,49.95,,,,171,130,49.95
145-70,19.23,,,,145,70,19.23
29-129,7.14,,,,29,129,7.14
76-139,11.87,,,,76,139,11.87
131-35,6.88,,,,131,35,6.88
149-116,0.81,,,,149,116,0.81
103-117,64.08,,,,103,117,64.08
69-20,18.38,,,,69,20,18.38
107-100,73.7,,,,107,100,73.7
17-142,21.42,,,,17,142,21.42
81-69,78.63,,,,81,69,78.63
21-16,37.24,,,,21,16,37.24
114-76,75.4,,,,114,76,75.4
136-127,16.99,,,,136,127,16.99
18-3117,16.02,,,,18,3117,16.02
26-34,4.98,,,,26,34,4.98
191-27,1.84,,,,191,27,1.84
24-64,377.08,,,,24,64,377.08
24-74,47.31,,,,24,74,47.31
114-117,61.14,,,,114,117,61.14
85-191,568.8,,,,85,191,568.8
190-193,22.59,,,,190,193,22.59
34-16,21.48,,,,34,16,21.48
107-136,2.18,,,,107,136,2.18
76-86,297.95,,,,76,86,297.95
185-26,543.15,,,,185,26,543.15
54-3101,13.08,,,,54,3101,13.08
131-107,6.91,,,,131,107,6.91
74-152,19.85,,,,74,152,19.85
43-139,4.33,,,,43,139,4.33
181-66,400.19,,,,181,66,400.19
146-69,17.36,,,,146,69,17.36
192-35,4.42,,,,192,35,4.42
131-122,126.53,,,,131,122,126.53
17-135,2.71,,,,17,135,2.71
81-136,47.59,,,,81,136,47.59
139-3065,0.91,,,,139,3065,0.91
191-185,262.34,,,,191,185,262.34
31-47,5.62,,,,31,47,5.62
136-11,2.2,,,,136,11,2.2
115-165,12.6,,,,115,165,12.6
54-41,9.18,,,,54,41,9.18
142-100,53.39,,,,142,100,53.39
150-3112,29.36,,,,150,3112,29.36
139-191,4.81,,,,139,191,4.81
171-107,98.57,,,,171,107,98.57
136-3118,0.83,,,,136,3118,0.83
64-179,27.79,,,,64,179,27.79
179-16,11.47,,,,179,16,11.47
125-100,59.52,,,,125,100,59.52
139-131,13.08,,,,139,131,13.08
64-41,46.88,,,,64,41,46.88
166-74,5.95,,,,166,74,5.95
41-3118,11.55,,,,41,3118,11.55
75-64,45.19,,,,75,64,45.19
54-158,4.1,,,,54,158,4.1
24-17,288.28,,,,24,17,288.28
179-149,7.02,,,,179,149,7.02
28-156,24.15,,,,28,156,24.15
41-75,9.08,,,,41,75,9.08
150-85,33.05,,,,150,85,33.05
156-37,15.33,,,,156,37,15.33
142-66,31.03,,,,142,66,31.03
116-156,6.26,,,,116,156,6.26
171-17,80.27,,,,171,17,80.27
122-43,139.93,,,,122,43,139.93
69-85,24.53,,,,69,85,24.53
20-40,36.83,,,,20,40,36.83
26-181,45.53,,,,26,181,45.53
116-150,19.19,,,,116,150,19.19
35-110,2.16,,,,35,110,2.16
179-31,27.83,,,,179,31,27.83
181-35,140.92,,,,181,35,140.92
85-11,354.44,,,,85,11,354.44
28-76,25.07,,,,28,76,25.07
190-122,24.18,,,,190,122,24.18
44-129,6.95,,,,44,129,6.95
115-88,187.63,,,,115,88,187.63
21-28,47.25,,,,21,28,47.25
129-11,20.19,,,,129,11,20.19
139-3024,2.68,,,,139,3024,2.68
100-104,178.01,,,,100,104,178.01
149-88,14.91,,,,149,88,14.91
179-193,14.7,,,,179,193,14.7
107-145,5.29,,,,107,145,5.29
40-3102,20.89,,,,40,3102,20.89
185-27,29.34,,,,185,27,29.34
127-142,175.18,,,,127,142,175.18
171-176,242.34,,,,171,176,242.34
69-146,10.49,,,,69,146,10.49
194-68,93.21,,,,194,68,93.21
69-24,8.31,,,,69,24,8.31
127-3102,172.96,,,,127,3102,172.96
29-16,140.54,,,,29,16,140.54
149-44,1.23,,,,149,44,1.23
100-11,41.97,,,,100,11,41.97
60-3102,0.53,,,,60,3102,0.53
60-146,18.32,,,,60,146,18.32
70-158,40.41,,,,70,158,40.41
40-81,27.54,,,,40,81,27.54
181-103,437.06,,,,181,103,437.06
74-142,95.09,,,,74,142,95.09
66-76,34.47,,,,66,76,34.47
107-74,13.56,,,,107,74,13.56
125-88,34.19,,,,125,88,34.19
108-20,26.16,,,,108,20,26.16
100-163,2.44,,,,100,163,2.44
108-11,21.62,,,,108,11,21.62
181-75,310.89,,,,181,75,310.89
28-125,23.11,,,,28,125,23.11
108-43,14.38,,,,108,43,14.38
130-193,6.34,,,,130,193,6.34
191-191,263.66,,,,191,191,263.66
29-194,51.3,,,,29,194,51.3
166-37,4.83,,,,166,37,4.83
142-41,23.02,,,,142,41,23.02
75-192,18.02,,,,75,192,18.02
32448,116.21,,,,32448,,116.21
111-3071,23.93,,,,111,3071,23.93
111-125,17.22,,,,111,125,17.22
177-35,4.39,,,,177,35,4.39
125-171,8.67,,,,125,171,8.67
103-81,47.52,,,,103,81,47.52
28-41,47.3,,,,28,41,47.3
191-70,155.6,,,,191,70,155.6
107-40,2.42,,,,107,40,2.42
86-127,167.88,,,,86,127,167.88
127-3112,221.73,,,,127,3112,221.73
108-129,10.45,,,,108,129,10.45
142-3081,37.78,,,,142,3081,37.78
107-69,10.09,,,,107,69,10.09
17-54,44.04,,,,17,54,44.04
69-125,20.68,,,,69,125,20.68
40-136,4.38,,,,40,136,4.38
35-129,4.22,,,,35,129,4.22
194-47,12.36,,,,194,47,12.36
31-27,7.61,,,,31,27,7.61
122-131,168.48,,,,122,131,168.48
139-75,13.3,,,,139,75,13.3
192-192,50.15,,,,192,192,50.15
81-122,672.87,,,,81,122,672.87
17-44,19.31,,,,17,44,19.31
131-37,4.15,,,,131,37,4.15
146-85,25.84,,,,146,85,25.84
103-185,144.14,,,,103,185,144.14
88-3114,66.11,,,,88,3114,66.11
106-41,8.45,,,,106,41,8.45
194-54,35.7,,,,194,54,35.7
107-60,0.9,,,,107,60,0.9
129-3071,10.72,,,,129,3071,10.72
76-27,2.6,,,,76,27,2.6
171-54,47.59,,,,171,54,47.59
152-158,59.17,,,,152,158,59.17
179-64,17.45,,,,179,64,17.45
156-146,32.02,,,,156,146,32.02
129-3112,8.37,,,,129,3112,8.37
29-25,1.47,,,,29,25,1.47
179-54,6.35,,,,179,54,6.35
117-66,49.23,,,,117,66,49.23
40-192,5.26,,,,40,192,5.26
191-142,138.88,,,,191,142,138.88
75-26,13.34,,,,75,26,13.34
116-75,10.05,,,,116,75,10.05
166-146,6.63,,,,166,146,6.63
16-115,42.05,,,,16,115,42.05
127-100,479.71,,,,127,100,479.71
69-34,3.14,,,,69,34,3.14
191-108,45.54,,,,191,108,45.54
146-171,25.11,,,,146,171,25.11
125-179,7.64,,,,125,179,7.64
41-37,16.85,,,,41,37,16.85
21-179,5.76,,,,21,179,5.76
18-107,17.22,,,,18,107,17.22
16-11,45.8,,,,16,11,45.8
54-81,23.63,,,,54,81,23.63
107-152,1.71,,,,107,152,1.71
158-88,2.45,,,,158,88,2.45
108-21,45.41,,,,108,21,45.41
115-81,107.95,,,,115,81,107.95
190-40,6.23,,,,190,40,6.23
192-116,4.96,,,,192,116,4.96
44-145,2.98,,,,44,145,2.98
139-177,5.44,,,,139,177,5.44
191-104,27.67,,,,191,104,27.67
107-75,6.68,,,,107,75,6.68
27-185,0.7,,,,27,185,0.7
190-28,14.74,,,,190,28,14.74
171-190,130.04,,,,171,190,130.04
75-139,5.95,,,,75,139,5.95
34-156,13.35,,,,34,156,13.35
193-20,13.95,,,,193,20,13.95
37-150,6.85,,,,37,150,6.85
26-88,38.77,,,,26,88,38.77
146-76,17.95,,,,146,76,17.95
191-131,40.18,,,,191,131,40.18
127-16,52.5,,,,127,16,52.5
190-54,11.82,,,,190,54,11.82
115-40,9.46,,,,115,40,9.46
29-114,23.28,,,,29,114,23.28
18-179,4,,,,18,179,4
43-34,2.45,,,,43,34,2.45
185-191,168.18,,,,185,191,168.18
41-181,11.01,,,,41,181,11.01
106-152,12.29,,,,106,152,12.29
136-21,5.76,,,,136,21,5.76
34-127,11.5,,,,34,127,11.5
31-145,28.47,,,,31,145,28.47
26-142,22.51,,,,26,142,22.51
11-176,79.1,,,,11,176,79.1
111-192,5.67,,,,111,192,5.67
26-131,7.46,,,,26,131,7.46
29-44,10.66,,,,29,44,10.66
60-60,86.71,,,,60,60,86.71
81-3118,392.57,,,,81,3118,392.57
150-163,217.3,,,,150,163,217.3
193-70,28.55,,,,193,70,28.55
103-145,15.97,,,,103,145,15.97
181-26,239.31,,,,181,26,239.31
152-70,33.71,,,,152,70,33.71
117-3101,49.18,,,,117,3101,49.18
24-166,10.28,,,,24,166,10.28
28-24,113,,,,28,24,113
104-3102,23.47,,,,104,3102,23.47
16-26,48.53,,,,16,26,48.53
150-115,46.93,,,,150,115,46.93
192-125,16.86,,,,192,125,16.86
125-116,8.36,,,,125,116,8.36
156-3101,10.25,,,,156,3101,10.25
18-129,2.66,,,,18,129,2.66
18-43,26.8,,,,18,43,26.8
135-104,44.59,,,,135,104,44.59
193-44,4.42,,,,193,44,4.42
111-16,19.02,,,,111,16,19.02
135-136,15.86,,,,135,136,15.86
16-171,10.63,,,,16,171,10.63
35-146,1.97,,,,35,146,1.97
136-130,15.19,,,,136,130,15.19
54-34,17.33,,,,54,34,17.33
44-3081,1.57,,,,44,3081,1.57
146-114,29.76,,,,146,114,29.76
191-194,235.19,,,,191,194,235.19
191-54,16.9,,,,191,54,16.9
136-31,7.49,,,,136,31,7.49
54-29,11.86,,,,54,29,11.86
111-194,28.58,,,,111,194,28.58
11-130,22.85,,,,11,130,22.85
88-130,152.53,,,,88,130,152.53
156-108,38.35,,,,156,108,38.35
11-135,47.34,,,,11,135,47.34
41-41,45.27,,,,41,41,45.27
193-81,66.26,,,,193,81,66.26
150-3114,4.28,,,,150,3114,4.28
34-76,2.16,,,,34,76,2.16
177-81,24.24,,,,177,81,24.24
37-177,0.82,,,,37,177,0.82
145-16,5.21,,,,145,16,5.21
130-16,33.19,,,,130,16,33.19
40-69,8.7,,,,40,69,8.7
88-34,67.53,,,,88,34,67.53
60-131,13.19,,,,60,131,13.19
127-60,25.78,,,,127,60,25.78
177-24,6.26,,,,177,24,6.26
139-17,8.64,,,,139,17,8.64
146-17,26.89,,,,146,17,26.89
37-125,5.78,,,,37,125,5.78
88-3065,172.57,,,,88,3065,172.57
139-3102,2.89,,,,139,3102,2.89
11-145,79.76,,,,11,145,79.76
177-115,42.34,,,,177,115,42.34
135-158,23.47,,,,135,158,23.47
60-163,2.1,,,,60,163,2.1
88-3101,418.46,,,,88,3101,418.46
17-111,13.51,,,,17,111,13.51
16-179,10.83,,,,16,179,10.83
193-76,9.99,,,,193,76,9.99
152-74,24.84,,,,152,74,24.84
20-158,2.87,,,,20,158,2.87
176-17,783.68,,,,176,17,783.68
145-40,4.42,,,,145,40,4.42
107-20,4.23,,,,107,20,4.23
85-131,83.7,,,,85,131,83.7
21-145,3.63,,,,21,145,3.63
70-103,324.2,,,,70,103,324.2
171-16,166.52,,,,171,16,166.52
107-3118,8.31,,,,107,3118,8.31
27-26,0.63,,,,27,26,0.63
171-185,151.81,,,,171,185,151.81
88-68,749.77,,,,88,68,749.77
88-111,155.1,,,,88,111,155.1
86-44,53.57,,,,86,44,53.57
110-3102,14.95,,,,110,3102,14.95
135-111,16,,,,135,111,16
194-190,314.42,,,,194,190,314.42
185-3065,100.59,,,,185,3065,100.59
149-74,1.08,,,,149,74,1.08
69-171,4.53,,,,69,171,4.53
86-111,66.04,,,,86,111,66.04
131-3112,15.93,,,,131,3112,15.93
142-3114,4.21,,,,142,3114,4.21
130-60,3.54,,,,130,60,3.54
142-60,21.87,,,,142,60,21.87
66-28,39.63,,,,66,28,39.63
68-139,54.59,,,,68,139,54.59
41-74,8.88,,,,41,74,8.88
66-149,20.89,,,,66,149,20.89
76-191,57.84,,,,76,191,57.84
68-86,201.13,,,,68,86,201.13
70-194,223.43,,,,70,194,223.43
34-31,22.97,,,,34,31,22.97
181-3117,568.25,,,,181,3117,568.25
31-158,3.24,,,,31,158,3.24
146-158,20.82,,,,146,158,20.82
35-111,1.42,,,,35,111,1.42
110-111,32.21,,,,110,111,32.21
110-146,8.61,,,,110,146,8.61
185-81,128.07,,,,185,81,128.07
70-136,54.99,,,,70,136,54.99
192-86,77.36,,,,192,86,77.36
35-125,2.42,,,,35,125,2.42
103-3102,73.75,,,,103,3102,73.75
18-150,13.37,,,,18,150,13.37
142-3118,33.12,,,,142,3118,33.12
192-70,43.63,,,,192,70,43.63
24-146,23.64,,,,24,146,23.64
142-86,172.28,,,,142,86,172.28
106-158,1.88,,,,106,158,1.88
18-110,9.88,,,,18,110,9.88
149-104,1.39,,,,149,104,1.39
