Path ID,ADV [Corrected]
142-176,160.97
114-176,113.55
194-116,54.52
17-Nov,80.84
54-152,4.49
131-114,21.9
86-3081,85.75
76-176,63.92
21-40,14.07
75-27,1.24
20-86,29.75
41-64,9.55
176-3114,185.5
156-194,82.86
130-40,2.98
29-104,4.72
190-145,5.09
34-115,17.57
131-16,33.14
66-104,21.9
35-75,3.7
149-191,8.73
76-122,39.58
179-179,18.62
194-125,81.75
54-171,6.08
69-116,4.71
131-68,24.44
190-185,86.29
190-47,0.67
116-31,22.68
25-17,0.78
104-21,31.07
74-179,13.37
21-86,26.43
129-70,53.68
191-29,72.33
69-100,58.92
193-165,4.73
194-26,88.42
194-171,102.61
88-129,81.95
130-74,16.31
129-146,11.73
117-139,28.45
110-191,38.99
43-3071,2.3
149-177,2.27
176-88,448.75
31-24,55.56
76-35,6.8
177-166,18.56
18-44,7.46
135-20,26.49
176-136,62.66
68-3071,12.3
142-171,44.7
41-35,12.37
193-34,11.51
20-47,7.16
76-192,18.65
11-177,29.32
88-16,475.97
18-3114,1.46
194-3102,145.18
135-75,21.78
108-3065,5.35
116-74,27.65
Nov-31,178.9
125-135,13.2
185-110,62.79
179-44,3.93
191-165,33.3
28-81,57.45
149-190,5.71
149-114,7.76
116-190,53.27
74-35,10.63
185-44,311.01
127-17,79.63
149-150,6.83
136-166,1.41
85-149,93.41
17-29,78.91
166-171,32.01
41-3024,7.99
139-179,2.78
20-3065,1.93
108-3024,11.95
70-139,102.15
166-69,9.17
74-100,213.31
117-29,69.63
75-11,17.71
129-64,19.64
28-3112,44.59
136-177,2.31
81-171,126.62
127-85,486.2
64-146,40.82
127-111,143.38
110-60,2.65
60-136,11.42
129-3114,1.11
130-76,12.2
150-3102,22.94
37-122,18.61
29-136,18.44
103-3081,19.72
35-3117,3.2
194-70,202.38
193-104,8.29
166-41,3.22
107-125,7.78
130-3114,1.01
190-76,17
142-116,33.47
60-24,128.78
20-20,146.85
156-149,11.37
130-139,97.34
103-88,137.48
41-131,2.27
107-177,1.21
21-3117,7.23
34-17,15.68
166-114,5.63
17-149,5.02
125-17,36.53
26-3101,9.78
111-193,6.97
191-3114,5.72
135-43,17.88
86-28,241.17
76-31,79.52
66-127,35.09
16-145,18.63
29-185,61.56
43-20,8.22
131-18,13.52
69-54,9.04
68-107,36.45
110-3112,38.39
110-3117,41.57
139-88,39.32
41-106,4.14
125-35,11.33
130-75,7.64
166-163,7.66
69-3024,14.23
76-100,204.48
66-108,20.59
88-86,1040.38
68-165,38.9
192-171,23.86
125-68,39.52
25-Nov,4.16
34-11,8.49
191-86,272.67
76-74,71.69
193-156,29.6
108-171,9.75
149-135,21
24-156,56.69
116-3101,70.77
176-70,1062.14
129-103,33.08
103-86,126.67
190-17,10.13
11-193,36.45
166-20,10.76
34-44,6.93
106-74,11.15
37-24,11.07
60-149,18.25
176-194,1573.51
142-34,16.33
81-166,206.34
145-107,6.17
177-114,21.7
20-3024,12.95
166-3112,5.76
166-3065,0.53
64-166,23.33
114-190,86.74
85-111,105.97
191-107,55.57
75-191,27.55
185-3117,570.28
69-145,8.38
171-31,140.65
171-139,105.31
171-156,195.49
21-192,8.24
181-129,102.68
130-176,24.06
103-74,26.2
34-163,1.15
192-185,42.41
191-75,59.79
136-129,4.33
177-3102,1.64
44-117,2.18
35-114,5.41
41-179,2.12
104-191,26.1
25-3102,0.86
26-44,10.08
194-3118,157.71
21-129,3.86
11-165,15.45
135-3118,27.26
122-29,122.08
76-37,16.34
117-150,47.37
193-179,28.7
108-103,90.34
150-16,54.81
190-81,66.84
142-85,64.19
135-66,19.43
117-166,13.77
191-60,20.91
24-3114,4.08
194-150,114.64
127-108,155.13
86-17,168.96
74-25,2.09
171-125,132.42
122-108,97.14
74-181,95.1
191-136,31.19
122-41,143.33
156-74,50.88
20-88,109.78
69-66,25.26
85-116,48.36
111-114,67.97
115-29,71.02
44-110,1.24
68-29,98.69
194-3101,84.82
139-192,2.74
60-68,216.14
60-3071,5
190-20,9.87
179-3114,3.31
166-44,9.81
24-43,139.48
194-34,25.37
16-176,54.01
156-116,15.3
103-107,60.43
117-181,112.31
131-34,5.88
26-86,97.22
21-66,10.51
158-100,1.13
88-3118,542.08
176-139,456.24
27-68,0.88
17-11,291.86
104-100,8.76
24-69,52.49
127-69,136.3
142-149,68.9
26-166,8.72
34-21,10.58
129-85,53.66
29-18,43.36
18-146,27.94
191-68,34.17
110-11,8.61
88-192,289.18
16-54,27.44
115-194,89.23
29-3118,28.74
127-74,255.37
185-69,233.62
74-3071,45.57
70-100,1173.27
44-31,10.7
104-115,9.5
111-43,7.37
81-108,285.21
18-114,15.02
88-136,58.98
117-40,12.79
190-24,6.32
135-181,29.51
130-127,23.79
34-3065,1.46
181-181,911.18
74-60,8.92
18-31,99.06
150-3065,13.84
115-190,67.84
18-117,17.11
54-43,13.68
193-191,45.91
190-125,14.56
191-37,15.82
125-136,8.55
139-130,25.57
127-139,93.86
146-165,37.6
179-68,14.51
117-176,61.44
86-76,167.49
185-135,402.6
76-179,16.03
190-29,15.83
86-66,124.54
16-130,18.43
Nov-35,32.46
125-86,31.15
176-60,139.33
76-152,16.79
192-139,6.59
149-111,1.16
117-69,72.31
194-185,274.1
110-47,1.33
17-127,10.29
142-117,97.45
74-114,94.11
66-81,70.06
114-70,237.13
64-116,43.91
177-68,10.15
142-131,59.85
156-127,46.51
156-3065,4.44
44-18,7.13
88-17,408.03
40-108,8.81
68-3101,36.64
107-165,2.95
28-20,87.5
145-18,5.17
194-146,61.01
26-129,4.91
192-129,3.34
185-35,342.75
24-3118,19.71
108-47,2.69
110-54,5.97
145-177,5.25
136-66,31.12
145-54,3.3
81-110,63.41
31-35,92.44
75-25,0.81
166-103,17.55
146-181,68.7
74-74,156.7
54-3114,1.47
16-156,24.26
185-104,196.78
117-114,220.65
185-127,367.94
191-3081,57.32
100-142,115.27
145-37,5.8
142-37,12.91
107-54,5.26
104-69,8.25
185-131,387.37
111-37,4.31
110-107,32.43
131-43,9.54
74-106,31.06
185-136,261.12
156-86,97.14
131-108,16.11
74-127,64.04
127-37,18.08
193-135,3.8
74-104,33.76
115-142,47.81
146-40,5.55
68-136,16.64
158-191,1.06
16-3118,21.73
43-106,3.78
31-41,93.94
190-18,8.64
35-136,2.05
75-3117,14.84
64-3081,46.04
75-74,38.01
27-24,0.76
35-192,0.67
149-68,6.31
177-34,2.81
130-100,18.36
142-25,2.6
70-11,124.56
149-20,3.16
64-131,34.28
81-66,275.99
142-76,57.12
88-41,58.9
24-129,10.69
115-103,121.02
179-86,46.08
68-127,35.25
21-185,37.69
176-21,640.36
64-11,107.6
129-3101,5.61
100-166,12.5
76-40,5.87
136-125,3.28
88-3112,536.71
40-20,30.7
103-18,44.86
108-3071,34.07
74-66,16.95
26-106,19.77
103-177,11.25
125-26,10.86
68-3102,29.69
64-25,6.86
122-176,112.89
122-3071,104.32
115-21,27.63
110-158,5.25
194-152,173.88
100-145,62.17
111-130,9.61
111-88,51.63
16-107,27.15
43-3102,2.56
145-86,10.96
125-146,9.89
54-131,2.34
86-21,235.81
37-17,6.7
156-3071,29.34
177-70,28.6
21-115,7.67
181-68,444.45
135-81,45.7
54-163,1.04
193-66,11.53
130-135,65.27
35-179,4.21
111-3114,4.4
66-193,16.17
145-28,11.29
103-68,26.49
28-70,67.38
122-156,64.97
166-29,10.42
41-146,5.48
31-34,93.76
122-3112,281.08
104-27,1.26
142-81,75.44
17-74,8.43
136-3071,2.53
18-103,22.94
146-130,186.53
146-104,20.42
86-131,48.67
106-3117,23.93
181-31,602.81
103-156,16.04
60-122,74.68
176-129,139.53
191-117,133.28
176-3024,556.55
185-194,190.46
135-21,17.13
107-149,5.91
179-181,42.41
75-40,6.47
190-150,33.15
31-86,60.63
29-3117,22.17
64-27,1.57
166-100,11.83
193-18,10.12
139-16,9.55
192-3071,13.07
185-3114,88.92
136-115,5.24
86-25,9.57
74-31,57.61
74-145,22.35
135-146,43.92
41-116,1.09
130-17,8.95
192-20,20.54
110-16,30.77
146-100,27.37
106-16,12.45
68-28,69.97
149-66,2.02
177-3024,2.04
135-110,15.18
100-29,68.53
66-86,89.16
176-41,168.3
185-152,328.07
44-130,2.01
85-114,551.04
54-18,21.09
54-176,29.22
18-104,5.37
106-179,5.98
17-110,6.21
68-68,191.2
136-24,7.03
115-171,34.55
106-34,1.68
106-171,10.2
136-135,6.14
177-135,5.57
81-3117,524.32
31-163,2.92
130-136,49.51
158-11,1.9
86-136,19.69
47-86,1.57
31-136,8.31
35-74,2.51
64-18,104.8
64-115,54.55
17-130,6.09
135-11,21.91
64-117,127.95
166-194,17.69
114-3112,87.56
66-43,9.69
88-103,994.36
29-3081,10
194-75,108.03
117-104,107.58
86-185,155.24
139-64,23.05
29-74,15.28
29-64,95.57
35-108,3.1
166-11,11.49
194-17,121.1
194-27,9.41
64-103,159.01
26-136,6
24-3024,325.24
21-111,3.53
18-106,16.86
115-146,19.53
Nov-86,61.49
88-127,411.23
108-117,74.7
35-3101,1.27
74-27,2.17
85-75,250.47
27-69,2.9
108-3101,61.06
131-100,28.95
193-54,3.2
20-176,62.34
11-104,11.33
191-44,41.55
35-35,18.81
116-171,18.29
106-60,3.4
85-18,468.48
35-3081,1.31
129-81,46.04
145-116,5.51
176-37,190.46
28-171,16.48
28-Nov,169.4
41-125,7.62
40-3114,3.9
88-66,455.16
142-27,1.81
81-81,571.11
117-21,48.18
179-117,16.2
66-150,48
122-177,81.97
104-171,19.79
21-176,39.58
40-103,36.88
191-74,53.48
171-3102,55.06
28-29,107.72
85-107,352.65
21-194,14.53
64-85,218.24
192-74,30.55
129-68,16.32
41-177,1.66
145-135,22.69
44-139,2.98
107-26,3.98
28-115,65.37
44-3101,5.26
117-165,22.19
158-28,1.48
179-190,29.87
125-193,10.38
158-146,2.4
166-135,4.58
100-40,8.76
60-100,93.33
107-88,15.83
130-115,15.69
35-76,1.98
40-31,58.63
129-145,13.81
60-115,32.15
31-3071,49.22
114-191,33.05
20-64,82.96
17-114,19.11
44-3065,1.45
192-111,16.32
43-142,4.94
176-117,439.3
194-106,187.92
68-111,16.19
43-68,8.46
179-146,8.71
166-106,8.15
181-3102,797.41
43-146,1.47
31-142,91.69
24-25,11.16
108-145,29.98
81-146,172.24
88-185,654.4
177-44,3.98
116-163,4.15
179-150,33.62
115-106,68.95
74-3101,15.94
135-88,44.42
17-145,9.49
31-3117,86.48
85-3081,382.69
85-122,627.06
20-146,23.23
60-194,19.36
129-185,30.39
165-163,14.04
116-104,21.82
181-145,137.11
26-191,23.88
125-66,18.06
29-37,21.31
177-136,6.76
43-3024,1.63
193-177,12.42
116-131,3.27
106-27,0.94
76-142,42.15
181-3118,529.25
179-41,5.53
20-192,7.39
108-29,20.83
76-108,40.89
24-103,76.51
69-185,37.19
129-16,19.08
47-41,1.26
68-181,61.79
86-176,181.54
28-100,120.11
107-192,2.91
181-110,80.38
115-76,35.07
166-68,9.63
107-116,5.23
193-190,96.41
74-75,75.83
111-70,61.92
142-3101,41.95
11-158,7.43
104-26,17.17
122-54,208.46
54-47,1.03
149-28,8.95
24-24,287.51
40-11,12.47
21-107,20.35
106-64,16.31
114-106,84.61
108-185,158.27
47-185,1.2
191-149,47.76
18-69,38.51
68-31,99.75
34-139,8.59
85-3101,482.3
194-111,49.82
152-176,171.67
20-103,44.4
24-41,104.64
171-35,12.77
166-28,13.01
145-3112,4.87
117-24,44.42
103-139,18.28
40-3024,36.69
185-107,192.4
104-20,34.55
81-3112,605.37
100-116,22.59
37-44,3.74
166-192,10.89
70-31,299.38
68-135,29.52
18-122,64.93
66-3112,60.84
165-176,56.23
149-35,0.77
192-117,48.69
114-3102,150.48
26-149,9.88
86-116,49.34
81-129,37.53
31-131,22.58
17-70,50.84
18-25,9.67
20-3071,3.66
21-81,30.66
117-16,43.59
136-145,5.6
35-26,2.76
107-41,5.4
44-185,4.53
193-31,12.19
177-158,7.08
114-104,70.6
146-20,18.46
37-3117,2.07
70-3117,185.18
106-176,19.27
111-40,8.24
125-34,6.83
125-185,89.27
66-190,33.87
37-114,5.83
40-26,24.89
194-127,122.8
166-40,2.58
31-150,31.5
37-131,1.18
34-149,2.81
127-176,129.04
20-125,9.86
176-185,1969.96
60-16,198.82
34-192,4.32
176-3101,794.8
17-100,27.23
111-64,23.21
108-74,22.35
20-181,45.21
127-192,39.25
177-103,28.88
129-166,4.11
60-181,17.89
86-74,82.64
194-131,44.03
185-43,365.68
35-194,4.31
111-185,125.18
116-28,25.94
191-41,55.2
136-28,4.5
43-66,11.91
20-75,14.06
75-115,42.01
122-125,232.01
35-86,6.9
34-40,8.61
70-70,1190.81
116-106,48.82
150-68,52.46
35-34,4.93
16-111,6.17
190-165,10.98
146-74,17.97
117-68,128.67
158-193,1.39
152-190,102.52
20-122,108.61
176-135,140.93
146-54,18.93
21-122,40.18
166-190,16.23
122-26,156.97
191-106,55.85
29-88,111.78
34-129,3.75
35-145,2.26
69-31,31.94
115-17,35.75
17-3114,2.12
130-149,45.11
43-127,5.67
68-177,21.73
146-139,100.37
18-177,4.7
115-3112,51.11
69-3117,30.5
24-26,226.61
86-106,89.65
150-139,33.9
29-116,7.43
191-85,193.58
11-194,66.09
127-64,74.3
74-193,14.16
85-26,215.11
131-135,58.63
66-185,42.54
179-185,43.32
16-104,13.19
103-152,17.01
86-108,170.22
171-179,47.97
117-75,82.58
158-166,5.74
74-107,52.24
64-104,46.51
64-75,68.63
145-85,6.7
185-190,92.59
136-185,12.62
60-108,33.33
181-150,702.6
43-135,2.39
74-11,40.83
104-163,4.57
40-145,5.2
135-3112,98.36
146-122,124.48
29-Nov,50.15
18-16,108.39
177-17,10.71
17-3101,10.29
26-158,1.83
41-3065,3.31
135-40,8.81
110-106,15.9
88-108,257.84
171-192,90.05
34-110,2.94
179-85,14.92
135-106,32.73
37-130,1.58
24-100,220.61
40-117,6.06
179-103,20.72
34-142,15.26
114-146,22.47
86-145,78.24
74-135,17.97
114-41,14.22
70-25,19.75
110-117,19.09
74-131,11.43
18-3081,5.31
152-75,26.24
146-127,21.62
139-3112,1.12
114-43,18.5
69-150,6.55
192-76,17.09
20-116,14.38
69-75,17.15
193-64,15.11
185-3081,57.34
110-110,111.42
114-25,2.29
37-149,1.21
107-176,36.35
150-20,40.51
146-3024,8.47
43-86,17.72
37-20,9.82
150-158,59.57
29-111,6.69
156-34,7.73
66-139,29.52
177-40,5.12
110-21,14.24
74-111,55.66
190-111,2.15
104-31,30.81
122-3024,63.29
34-35,10.48
37-111,0.88
192-145,17.33
107-3101,20.76
28-31,222.8
190-142,28.89
171-25,3.68
149-117,3.61
28-66,96.22
149-86,5.92
131-28,20.32
190-88,52.34
26-192,10.37
54-107,5.5
107-142,11.48
108-107,81.61
60-41,188.2
156-54,11.78
44-122,24.18
24-115,183.73
166-176,28.7
176-142,735.62
70-41,66.97
44-171,12.41
131-3024,6.36
127-3101,164.58
145-165,15.54
115-31,46.72
108-191,37.4
21-166,6.02
29-131,12.87
176-86,1632.71
41-104,4.68
40-60,4.35
130-129,43.36
26-25,6.04
163-158,4.78
117-129,8.53
70-75,318.46
181-41,123.83
110-34,3.92
111-3101,15.79
70-3118,227.68
106-76,17.83
37-3101,6.39
149-70,9.4
114-21,105.33
54-136,5.02
177-171,20.96
146-3071,7.81
127-104,592.89
135-129,52.05
60-156,4.66
190-176,84.88
127-194,76.7
122-139,259.54
104-152,13.05
117-190,86.71
191-3101,38.91
60-104,111.06
193-3117,14.75
135-122,70.31
177-18,4.44
44-70,6.39
54-127,14.21
76-3024,23.62
104-35,6.59
18-176,29.72
41-158,1.86
115-66,69.44
176-40,157.91
156-75,20.06
106-3065,4.72
60-106,96.28
18-3112,7.7
193-86,60.16
190-158,4.87
107-3112,25.78
103-181,52.68
54-177,4.42
142-142,653.21
16-88,92.23
66-75,16.36
24-177,21.74
20-74,18.21
194-104,97.37
81-139,224.76
176-114,312.71
171-116,37.78
190-34,5.23
24-127,31.35
131-110,10.99
16-3117,20.79
47-43,3.11
85-27,19.89
191-192,127
86-115,79.94
145-66,6.03
66-142,35.69
54-129,19.17
149-136,5.86
190-3081,25.11
40-34,21.25
88-3081,494.59
171-150,116.19
43-44,18
131-146,49.32
29-135,28.3
43-40,4.35
24-3081,16.5
44-116,0.96
171-29,145
40-27,4.02
163-171,4.44
43-31,20.02
88-171,264.27
181-149,226.86
54-75,7.32
166-81,22.29
103-60,10.99
146-149,105.42
28-35,71.17
181-3081,399.82
135-116,10.12
85-3065,130.81
37-145,4.73
177-192,7.5
108-16,47.93
43-41,21.93
122-3101,227.87
37-117,3.48
104-117,12.3
177-16,17.47
66-37,14.27
127-21,51.2
181-70,447.38
76-3118,28.23
11-107,10.31
81-3071,285.18
28-158,4.12
130-131,48.08
18-163,1.41
35-37,5.13
41-43,80.06
194-145,46.09
145-166,6.59
88-194,499.96
66-176,45.14
31-106,56.86
192-11,27.97
106-185,59.44
190-110,7.58
37-194,8.87
103-66,21.88
74-171,23.3
88-47,13.63
31-28,134.87
104-193,9.52
64-190,83.36
18-125,8.99
103-25,1.56
75-35,4.84
104-107,34.61
68-88,60.62
44-35,7.31
29-85,68.61
193-185,37.6
81-179,250.12
115-115,124.41
125-192,11.09
29-3102,11.06
75-85,33.32
21-17,140.8
100-3081,31.43
29-86,46.01
193-3101,40.53
127-103,305.42
146-3117,14.29
179-163,4.71
122-136,186.88
106-3112,12.03
76-3112,21.27
108-69,24.74
193-122,21.47
142-54,38.48
103-26,17.18
194-100,197.75
43-122,16.76
68-114,60.84
44-103,5.39
181-146,170.58
136-86,13.11
11-122,112.62
Nov-12,9.13
24-54,148.82
76-103,186.27
103-158,2.21
193-3081,22.11
75-194,47.57
104-156,22.71
191-190,222.27
142-115,57.8
40-122,42.15
150-81,84.63
190-69,5.12
158-150,4.67
81-158,137.38
100-60,10.22
149-11,3.78
40-68,24.99
110-74,28.4
130-68,11.51
54-116,2.7
100-135,17.1
191-3071,34.79
171-193,120.31
64-43,61.37
135-107,39.14
28-74,30.92
179-34,4.65
108-3081,21.92
54-130,15.3
150-177,102.59
156-17,45.27
41-176,12.65
122-152,60.72
191-3024,23.59
70-68,133.33
117-11,21.09
193-85,20.99
24-150,167.26
20-149,6.16
181-166,351.21
66-74,13.95
85-24,217.75
177-11,5.21
146-37,7.16
11-139,28.65
20-114,27.52
28-43,36.08
150-44,9.05
76-107,38.18
176-75,1223.26
110-145,8.62
136-85,11.47
152-163,78.73
29-3024,39.75
54-111,10.91
103-131,6.03
17-26,47.88
31-185,108.11
117-74,53.77
191-3117,30.49
146-125,26.76
34-106,6.84
29-66,78.02
17-194,35.67
104-70,60.22
75-100,85.98
117-3118,126.48
156-117,25.89
117-127,75.32
125-25,1.32
194-3065,58.99
69-68,61.59
185-114,138.87
108-17,42.69
20-26,51.62
74-3118,15.01
129-3117,7.11
125-103,66.34
194-103,223.29
76-114,90.67
Nov-54,28.56
192-60,3.96
110-3114,3.98
156-163,33.29
21-117,12.49
28-110,17.82
20-3102,15.88
117-86,116.98
156-3102,6.79
130-37,3.26
37-3102,7.45
66-106,33
193-152,28.79
142-64,69.97
16-34,24.1
70-3065,84.44
41-156,4.9
190-3102,15.23
64-3024,59.06
103-111,29.46
18-3102,6.87
60-47,3.31
26-177,5.22
146-24,15.16
68-60,48.91
60-11,176.38
194-142,142.18
34-64,8.89
108-131,11.24
150-35,22.45
145-88,18.6
177-146,4.91
18-166,4.97
28-106,53.62
18-76,19.26
114-86,113.37
28-127,63.55
176-163,134.6
127-3117,202.09
177-21,5.87
21-43,9.73
122-145,154.75
142-75,64.73
Nov-64,131.29
129-47,0.89
41-86,12.56
150-111,14.48
43-3117,1.62
68-27,2.68
111-3024,5.36
37-108,4.12
122-81,103.23
29-68,55.6
20-150,45.89
150-3071,22.6
136-68,4.05
139-41,2.3
146-3112,8.8
74-108,88.52
191-181,161.37
40-86,37.96
122-3081,99.01
131-74,23.75
131-3117,11.45
43-18,4.37
41-88,14.37
18-127,7.8
149-194,8.85
158-64,1.26
106-163,2.04
44-20,7.19
111-3118,15.1
18-165,4.88
100-171,17.04
122-25,15.82
18-34,17.74
179-106,22.17
76-181,69.11
104-125,34.66
191-88,204.83
171-3065,13.91
127-44,65.32
26-122,39.51
68-158,38.59
106-3118,19.52
115-192,42.98
116-125,17.08
85-3114,125.95
43-26,8.29
110-152,17.69
177-28,15.41
35-104,0.88
115-3071,50.11
131-70,30.96
86-171,56.59
166-152,19.51
35-60,1.25
41-166,2.84
142-181,119.9
129-136,7.75
74-194,59.89
37-116,1.18
156-165,55.41
20-171,10.62
86-3102,76.27
158-31,7.2
40-3101,26.15
125-114,35.62
149-3101,1.01
20-3117,12.91
104-3101,34.41
106-25,0.7
100-150,60.21
104-75,27.51
117-47,1.57
190-130,11.92
81-24,160.6
117-54,22.65
75-3101,12.74
35-115,7.19
142-3102,23.83
190-3071,23.37
125-3102,70.62
185-34,457.49
74-136,16.78
76-24,46.93
191-150,88.81
177-47,0.5
85-185,564.04
114-40,13.63
17-31,133.4
142-139,81.44
103-191,18.8
111-3065,4.01
76-145,13.27
54-106,13.97
26-40,19.8
24-145,54.43
76-85,61.36
103-31,43.77
179-152,20.91
129-3081,7.8
122-3102,349.04
193-107,9.09
171-3071,101.46
136-104,1.15
76-3065,5.02
21-3112,9.41
139-110,5.59
76-43,8.75
43-3101,2.05
37-3065,0.83
166-60,2.52
54-76,15.72
130-64,21.07
115-163,4.28
70-130,105.48
20-Nov,69.21
190-25,1.24
191-135,55.55
100-86,157.65
88-149,86.17
68-44,39.66
20-104,9.14
31-179,17.64
70-86,1025.2
171-24,110.59
179-76,16.98
44-25,1.39
16-3065,7.08
21-3065,5.91
194-88,143.4
16-3101,9.94
190-107,6.64
139-135,20.98
44-75,3.38
129-44,10.25
127-106,213.09
158-135,0.71
69-3065,9.51
100-3114,30.79
145-11,4.89
106-156,14.2
150-106,22.39
103-171,18.6
100-54,26.8
171-146,99.52
136-171,6.85
35-16,8.8
181-74,265.02
185-111,25.56
44-127,6.18
88-40,139.87
135-3102,20.53
74-34,14.09
139-28,11.61
70-185,298.13
66-158,8.94
74-43,12.18
60-127,33.19
40-64,16.32
26-74,28.23
156-171,44.92
17-107,9.24
35-29,4.92
29-125,16.37
100-17,99.83
129-125,7
85-21,479.89
28-16,130.37
190-181,33.59
166-177,23.76
103-3114,12.49
185-31,647.85
70-88,809.38
75-103,29.97
68-20,41.38
100-108,41.7
88-104,277.85
130-24,13.26
16-75,55.45
146-142,400.83
110-25,1.11
177-108,5.1
86-130,117.97
111-150,19.04
24-142,57
74-28,66.65
88-156,176.6
158-3081,0.86
149-31,8.46
35-68,4.81
127-191,90.57
116-193,7.77
194-192,345.16
194-20,140.21
139-117,18.47
177-100,30.73
64-16,226.17
86-181,119.67
85-158,42.76
139-103,4.68
130-3024,6.23
110-43,5.23
194-166,90.22
17-158,0.7
150-125,34.21
69-192,5.72
21-25,1.47
85-3112,496.36
85-20,225.62
100-114,322.03
81-16,367.58
29-34,19.31
142-107,52.8
179-100,21.33
136-146,6.43
125-75,12.2
131-145,47.92
28-17,281.24
16-17,45.66
122-179,48.46
115-3101,120.05
54-3118,11.94
75-193,7.58
194-114,220.38
75-171,41.74
190-194,98.56
117-43,22.37
171-106,78
66-18,56.08
106-139,4.16
145-64,12.02
16-165,11.4
192-26,19.01
103-116,12.12
106-3071,26.14
88-117,321.68
111-60,1.33
193-139,5.11
116-29,15.96
156-152,63.15
129-193,16.14
130-47,2.89
116-3117,73.08
136-54,4.42
44-41,9
40-37,14.47
149-107,2.59
21-150,32.11
81-3114,76.29
21-54,16.16
54-165,7.45
18-108,22.31
16-150,47
185-16,475.85
116-70,45.09
110-185,348.99
166-24,14.81
26-163,4.22
31-149,11.28
21-44,7.47
190-41,10.32
135-37,5.77
18-17,96.91
64-149,36.03
74-139,13.24
60-177,5.94
60-125,39.05
70-192,118.71
64-163,3.19
193-131,3.17
163-156,6.82
142-103,56.63
43-21,8.14
127-193,23.38
191-125,46.24
37-3081,2.28
114-3118,79.53
192-177,18.78
110-35,2.65
176-34,173.49
142-40,25.5
24-117,115.97
176-125,280.42
18-70,31.19
76-3102,67.82
111-34,3.78
18-60,7.73
106-70,53.74
177-3112,1.82
16-127,32.91
26-28,88.58
54-27,2.98
129-106,29.06
104-150,25.63
179-192,18.22
130-122,165.79
129-115,23
139-20,7
34-3024,2.55
100-190,66.21
75-66,31.55
114-110,50.3
81-43,194.26
190-191,59.45
76-106,85.08
17-24,119.83
24-179,35.82
81-54,123.52
110-108,18.58
18-75,9.98
31-104,30.26
34-54,13.19
40-66,12.39
100-28,102.69
28-117,93.62
181-81,672.84
60-107,135.47
75-108,24.59
111-131,6.81
100-3112,121.4
116-116,50.94
20-41,47.58
76-3071,57.4
122-3118,78.67
115-68,84.31
110-17,26.59
74-41,18.8
106-193,5.47
103-146,23.92
171-21,78.19
75-69,20.25
43-116,1.51
108-139,16.9
106-29,25.64
179-191,10.52
44-194,9.64
31-40,154.22
149-54,1.33
66-110,6.63
177-129,1.93
176-69,403.36
193-125,10.46
145-171,8.77
192-104,11.8
66-135,9.31
131-106,17.41
76-110,50.67
66-24,23.88
44-11,3.42
108-135,17.91
43-110,2.86
191-116,19.35
192-108,28.51
192-100,20.31
192-142,52.89
41-3112,4.15
28-129,18.41
34-74,3.76
156-69,21.87
149-41,0.71
177-43,3.55
104-108,16.71
117-177,20.67
185-171,168.91
190-74,18.98
116-34,3.34
37-3024,2.79
28-86,165.18
111-116,5.02
179-81,27.52
26-17,55.48
28-181,41.62
27-25,0.53
17-104,13.15
41-34,9.82
68-108,57.02
26-76,41.06
18-28,51.44
116-85,46.83
107-190,5.75
68-100,88.96
17-60,34.27
193-17,10.9
150-165,473.56
181-194,348.72
85-47,60.63
127-107,272.23
40-47,21.75
176-47,17.1
81-191,573.09
29-35,10.62
88-81,509.2
110-150,18.33
131-142,171.91
181-18,185.38
86-110,108.83
111-122,59.5
21-20,67.25
27-122,1.23
136-116,1.61
41-20,9.42
88-142,255.69
66-25,1.29
104-131,11.59
181-27,26.86
106-149,5.75
60-70,29.66
125-142,35.85
70-111,105.74
176-11,421.77
81-149,95.63
179-114,21.49
139-116,4.11
69-111,9.03
142-26,20.28
193-116,10.07
179-135,4.71
152-192,27.92
135-115,21.29
127-110,100.33
41-107,4.99
125-81,31.7
179-171,16.89
74-26,38.71
35-28,4.07
110-127,9.9
149-115,6.05
16-3114,2.57
139-152,27.72
24-47,15.47
116-68,30.84
29-69,13.21
194-3117,254.04
129-3065,2.99
44-74,1.64
130-34,2.94
142-35,17.15
20-28,47.91
146-3065,1.96
37-75,4.55
25-24,1.3
28-108,64.65
103-3112,92.65
176-103,762.32
122-88,182.83
179-177,18.6
139-76,8.96
177-125,9.39
16-3112,8.92
117-31,64.22
31-31,493.66
177-194,29.56
69-25,0.53
75-20,37.59
69-156,5.22
115-3114,16.66
76-11,16.17
145-3071,8.42
64-44,28.09
152-150,334.25
18-11,29.64
190-21,11.74
191-130,49.57
104-74,24.91
68-3112,17.98
139-35,1.33
110-176,44.13
192-122,29.05
149-156,6.96
104-3118,35.54
88-165,65.12
166-158,16.28
111-191,14.12
146-166,15.18
47-142,1.13
111-100,87.59
16-16,212.79
194-37,30.56
24-193,32.35
64-70,111.87
130-185,37.36
75-18,19.89
111-3102,24.57
106-181,20.3
131-181,27.04
142-74,36.06
25-69,0.56
191-40,26.37
68-129,27.07
149-122,26.52
81-11,165.85
66-3114,5.9
129-66,19.81
100-75,30.96
150-127,37.8
28-163,3.37
192-37,5.12
29-139,13.84
100-27,6.55
122-115,177.13
130-107,10.65
29-17,91.26
171-27,5.18
192-3117,10.93
21-85,15.56
24-136,7.9
177-75,12.23
